Days,Miles,Receipts,
14,993.00,856.95,
4,678.00,1109.46,
12,66.00,1980.38,
12,387.00,343.46,
9,143.00,2108.64,
7,41.00,845.85,
12,180.00,520.18,
7,14.00,1969.61,
11,186.00,1766.08,
3,800.00,1838.58,
8,280.00,1447.40,
6,1110.00,1253.26,
10,1027.00,110.93,
9,58.00,537.51,
3,848.00,619.88,
8,851.00,2030.94,
8,773.00,2396.89,
7,679.00,1363.40,
1,739.00,1699.97,
14,656.00,34.75,
1,548.00,2421.57,
10,9.00,348.00,
11,1198.00,891.25,
2,52.00,1259.02,
10,991.00,1450.00,
2,629.00,795.29,
6,456.00,1692.30,
1,737.00,453.73,
13,373.00,878.05,
3,238.00,1110.66,
1,11.00,1143.22,
3,135.00,77.72,
12,356.00,2364.96,
5,1181.00,1846.46,
3,539.00,388.71,
7,792.00,512.82,
12,1060.00,1577.67,
7,1050.00,2185.30,
6,1177.00,415.86,
12,864.00,2107.39,
8,279.00,1429.42,
9,235.00,2395.25,
7,647.00,1186.03,
3,627.00,1769.96,
11,1165.00,1542.42,
10,402.00,592.51,
4,566.00,121.92,
13,892.00,1333.73,
7,346.00,1828.97,
8,455.00,1500.02,
9,869.00,1112.59,
14,1186.00,1512.27,
8,202.00,2086.34,
13,202.00,1075.02,
10,405.00,2217.07,
2,538.00,2229.03,
9,1067.00,133.18,
9,1083.00,380.44,
7,303.00,933.17,
6,499.00,1877.37,
2,665.00,1706.44,
14,998.00,2102.29,
8,293.00,2087.16,
5,381.00,2137.11,
9,538.00,1750.31,
4,1112.00,2497.51,
6,984.00,574.99,
11,1077.00,2378.56,
10,686.00,196.09,
2,544.00,2164.18,
3,311.00,2256.82,
6,499.00,1989.47,
9,1201.00,1557.51,
5,134.00,394.74,
13,294.00,602.17,
4,135.00,1603.32,
14,1164.00,2149.80,
8,849.00,1872.81,
8,928.00,53.94,
9,987.00,1533.30,
11,433.00,2037.92,
12,188.00,2239.08,
9,1120.00,826.45,
11,326.00,286.77,
10,400.00,256.32,
11,540.00,1506.33,
1,483.00,291.38,
13,1021.00,2452.04,
13,772.00,1951.77,
12,1125.00,2222.83,
5,955.00,2127.63,
14,492.00,794.74,
3,910.00,2083.00,
2,833.00,2142.84,
12,709.00,2305.08,
1,24.00,463.85,
4,1200.00,2176.09,
8,1010.00,299.06,
1,336.00,1541.70,
13,707.00,2222.27,
14,1096.00,118.99,
6,831.00,619.13,
3,1176.00,2084.70,
4,1154.00,2275.89,
13,47.00,1196.67,
4,312.00,2398.66,
9,295.00,1660.48,
14,581.00,600.11,
6,972.00,1498.28,
7,587.00,139.31,
12,1186.00,96.52,
4,851.00,721.05,
6,840.00,518.05,
4,594.00,113.89,
6,70.00,520.73,
2,47.00,951.75,
9,679.00,1062.15,
5,14.00,502.65,
4,504.00,1880.11,
6,296.00,553.76,
3,1043.00,1848.13,
8,1002.00,1616.72,
11,764.00,1585.96,
8,295.00,2442.96,
12,812.00,1825.43,
2,870.00,2034.98,
2,451.00,1753.52,
10,485.00,1616.06,
14,530.00,2223.31,
1,107.00,1532.55,
1,632.00,403.43,
9,928.00,293.47,
8,1069.00,831.69,
10,437.00,2383.07,
6,1137.00,1302.66,
7,1117.00,1814.55,
2,657.00,469.54,
2,341.00,478.55,
10,789.00,1952.74,
2,464.00,1006.05,
6,1000.00,2368.67,
9,596.00,144.55,
13,814.00,2457.81,
14,434.00,228.10,
4,1153.00,1692.94,
7,1056.00,426.84,
14,461.00,117.28,
2,1092.00,995.93,
13,767.00,555.33,
12,1124.00,2112.82,
5,1130.00,568.04,
8,1198.00,1484.45,
4,367.00,2128.56,
5,1118.00,831.32,
13,249.00,1063.87,
5,625.00,1954.84,
14,725.00,2254.83,
6,640.00,1754.75,
9,176.00,2100.18,
5,42.00,1217.91,
13,1043.00,1466.65,
2,824.00,849.27,
7,269.00,277.63,
6,510.00,1372.37,
3,927.00,918.74,
10,114.00,1460.36,
10,171.00,533.15,
10,247.00,871.31,
13,625.00,416.64,
12,192.00,2443.79,
10,269.00,1557.62,
7,1078.00,989.54,
9,611.00,743.43,
2,795.00,1373.51,
5,381.00,2014.98,
5,128.00,193.20,
12,79.00,1444.85,
9,129.00,1631.16,
12,1095.00,2298.23,
12,963.00,1876.39,
1,416.00,663.07,
1,1131.00,85.33,
11,237.00,1275.07,
12,947.00,2096.19,
3,35.00,1208.46,
12,796.00,1948.97,
6,547.00,87.89,
8,1100.00,172.78,
3,275.00,1882.82,
3,670.00,462.31,
11,1176.00,1549.88,
1,832.00,2390.95,
1,16.00,1569.00,
13,488.00,1402.64,
9,899.00,1356.99,
2,930.00,1556.30,
9,694.00,102.00,
1,590.00,748.81,
2,929.00,2396.03,
9,243.00,2126.53,
12,919.00,2272.84,
8,211.00,2200.83,
5,735.00,1918.76,
4,1179.00,2057.74,
13,490.00,61.28,
14,364.00,1980.97,
10,505.00,2398.70,
14,150.00,900.94,
12,655.00,1757.86,
1,241.00,422.79,
5,902.00,2409.60,
8,679.00,742.12,
10,618.00,2295.45,
2,691.00,71.84,
4,407.00,402.68,
9,1185.00,1939.61,
11,739.00,1686.62,
13,719.00,446.77,
12,323.00,43.84,
6,172.00,2101.20,
13,698.00,2247.89,
12,359.00,2229.78,
8,1037.00,505.26,
12,363.00,1158.43,
7,455.00,2341.67,
2,1011.00,890.16,
13,678.00,882.91,
4,870.00,2086.18,
8,642.00,1004.89,
12,641.00,131.36,
2,292.00,1609.12,
6,684.00,59.68,
13,191.00,1494.22,
14,1053.00,939.88,
9,1024.00,696.22,
14,617.00,1339.70,
14,1053.00,1344.13,
12,1063.00,2324.25,
10,489.00,1085.57,
7,563.00,1550.47,
2,1030.00,435.93,
2,1175.00,584.82,
2,958.00,1599.41,
7,343.00,133.26,
3,625.00,1871.01,
10,176.00,1066.84,
8,1163.00,1722.35,
4,313.00,871.32,
12,1064.00,815.80,
6,435.00,2462.44,
10,396.00,2113.73,
12,484.00,1189.75,
6,247.00,1467.93,
6,941.00,2050.88,
2,60.00,633.49,
1,255.00,1056.02,
2,1008.00,52.08,
5,35.00,2240.91,
10,56.00,462.81,
7,1114.00,2043.96,
8,728.00,1491.99,
10,1169.00,1403.11,
6,434.00,1871.40,
13,919.00,31.55,
9,732.00,416.87,
3,213.00,151.62,
3,841.00,587.22,
8,756.00,2162.73,
3,1116.00,1492.29,
4,997.00,2194.66,
1,530.00,923.75,
2,784.00,655.16,
1,1127.00,1571.35,
2,316.00,1556.33,
5,506.00,1684.44,
11,364.00,496.68,
2,650.00,700.98,
7,570.00,1162.48,
7,917.00,726.07,
13,963.00,914.26,
4,707.00,503.70,
4,24.00,2187.71,
6,57.00,77.50,
1,688.00,647.83,
12,1060.00,769.67,
13,174.00,903.45,
12,515.00,1545.08,
7,81.00,1692.93,
8,624.00,2212.89,
8,289.00,1654.44,
6,1040.00,1928.26,
12,1036.00,2204.49,
4,1128.00,687.59,
10,890.00,1474.45,
2,1125.00,2269.73,
8,530.00,2057.78,
3,884.00,632.99,
7,68.00,1565.70,
6,716.00,2294.54,
2,234.00,59.32,
11,974.00,1898.28,
14,361.00,1951.23,
10,311.00,749.62,
2,773.00,2087.12,
9,605.00,379.27,
6,662.00,1896.65,
1,175.00,2235.97,
10,565.00,960.52,
2,947.00,2230.96,
9,30.00,1612.94,
2,1062.00,231.98,
5,1127.00,1879.24,
12,891.00,756.03,
11,281.00,2287.74,
3,69.00,939.88,
14,103.00,540.64,
14,520.00,1428.94,
3,765.00,7.49,
13,128.00,1585.58,
9,966.00,1446.37,
4,1195.00,376.18,
6,196.00,1196.34,
12,929.00,1120.92,
13,437.00,952.57,
3,1021.00,447.96,
7,779.00,2356.19,
7,919.00,408.98,
2,227.00,1320.82,
4,115.00,2311.89,
11,724.00,1899.95,
9,235.00,684.27,
1,697.00,1319.41,
14,905.00,2013.85,
7,521.00,1319.28,
3,853.00,844.10,
11,374.00,2451.68,
13,1019.00,731.21,
2,342.00,2307.08,
4,239.00,872.80,
9,1175.00,602.58,
1,833.00,950.73,
3,1153.00,39.86,
13,787.00,252.97,
4,297.00,1534.92,
1,238.00,538.95,
9,488.00,1895.64,
1,588.00,153.61,
3,788.00,2346.14,
1,349.00,2464.17,
5,904.00,1505.17,
9,703.00,1685.51,
11,740.00,1223.18,
3,557.00,2163.25,
4,558.00,1866.02,
2,233.00,440.34,
11,284.00,87.82,
6,1167.00,749.26,
12,728.00,1844.33,
7,947.00,405.38,
4,756.00,2170.90,
13,612.00,1245.22,
10,153.00,2297.49,
7,279.00,1106.64,
8,439.00,1295.79,
9,888.00,385.69,
9,237.00,1964.41,
1,572.00,73.87,
14,1163.00,1193.88,
9,126.00,1094.04,
3,745.00,650.32,
4,706.00,226.22,
2,1084.00,86.49,
11,1055.00,2115.13,
10,25.00,1091.65,
4,203.00,1724.23,
11,939.00,1520.03,
8,1144.00,2359.25,
10,78.00,968.70,
10,372.00,2310.08,
8,298.00,1966.07,
7,822.00,162.24,
9,863.00,1281.41,
5,593.00,1568.20,
11,173.00,2209.78,
12,1070.00,681.46,
8,179.00,2302.91,
14,874.00,1244.62,
2,916.00,1738.89,
5,1101.00,1221.90,
6,497.00,585.30,
12,45.00,539.58,
5,827.00,2487.13,
14,175.00,1756.74,
1,1111.00,2250.84,
7,708.00,219.88,
9,1149.00,1407.20,
5,85.00,1708.07,
7,887.00,907.68,
4,1191.00,1548.65,
6,552.00,1376.90,
2,924.00,2255.38,
1,218.00,1817.28,
5,588.00,1208.03,
1,602.00,1666.67,
14,952.00,2296.86,
1,411.00,1726.50,
6,772.00,2488.79,
12,422.00,1187.50,
8,1148.00,710.92,
12,1129.00,1260.37,
3,110.00,2149.62,
5,82.00,1721.20,
6,628.00,1176.33,
9,392.00,1666.06,
1,1061.00,2423.58,
5,775.00,261.84,
7,290.00,804.84,
5,607.00,1683.54,
4,503.00,1355.37,
11,785.00,1888.59,
4,670.00,2138.26,
2,207.00,1641.82,
4,462.00,711.37,
1,360.00,1343.63,
11,519.00,279.44,
14,794.00,2291.21,
4,521.00,2239.90,
2,124.00,1515.36,
12,864.00,2248.11,
1,1100.00,2237.42,
12,275.00,1833.05,
14,1100.00,2090.83,
12,628.00,1463.09,
10,321.00,2162.27,
4,714.00,2295.42,
6,524.00,2051.45,
1,326.00,1530.04,
1,704.00,319.85,
10,316.00,1500.32,
11,1024.00,1516.93,
6,907.00,1864.59,
6,931.00,1050.94,
14,1182.00,1200.80,
6,619.00,1750.72,
12,601.00,1962.04,
10,1173.00,29.39,
12,462.00,288.59,
2,433.00,1348.83,
5,867.00,2006.32,
11,68.00,1894.65,
4,1033.00,1604.04,
1,269.00,1976.36,
12,74.00,2033.31,
11,747.00,866.65,
13,152.00,133.68,
11,1082.00,2489.92,
3,399.00,2017.71,
13,823.00,1984.05,
14,1162.00,1035.09,
1,584.00,1280.85,
8,503.00,24.31,
7,280.00,1714.34,
6,1121.00,2092.41,
12,740.00,1028.31,
11,445.00,1303.25,
4,438.00,825.07,
14,773.00,1515.00,
6,1028.00,1799.92,
14,428.00,1590.37,
1,1181.00,1869.37,
4,1081.00,1561.79,
12,1119.00,1926.73,
1,543.00,240.17,
3,256.00,616.93,
1,940.00,2068.47,
3,978.00,540.25,
11,1031.00,533.76,
13,56.00,731.39,
9,912.00,2442.80,
2,370.00,1001.78,
9,1035.00,191.52,
14,343.00,626.84,
2,18.00,1790.24,
13,54.00,1981.27,
11,254.00,1660.26,
7,926.00,598.97,
1,212.00,1740.87,
11,498.00,1237.86,
4,1164.00,1640.49,
6,109.00,2243.20,
11,435.00,312.22,
13,835.00,1898.95,
8,215.00,1602.22,
2,755.00,1993.85,
1,607.00,1535.02,
3,922.00,1212.76,
5,998.00,1645.09,
14,939.00,61.48,
10,594.00,567.85,
2,302.00,306.53,
3,423.00,806.96,
4,621.00,1536.89,
8,383.00,351.28,
3,529.00,2345.74,
13,742.00,740.44,
10,245.00,1282.75,
11,1131.00,1644.15,
12,736.00,1809.17,
8,905.00,2233.30,
4,673.00,2314.71,
5,771.00,2454.20,
3,502.00,2233.37,
10,906.00,1497.30,
12,731.00,718.24,
4,1156.00,1863.57,
12,836.00,2138.92,
13,1134.00,2228.38,
14,632.00,574.39,
8,874.00,2345.93,
4,605.00,1764.23,
8,469.00,2226.76,
7,890.00,2437.39,
13,207.00,560.73,
5,196.00,1046.18,
13,981.00,1216.60,
9,1014.00,1067.16,
14,645.00,590.55,
7,628.00,276.73,
12,198.00,1234.85,
14,909.00,1866.05,
3,839.00,2389.45,
10,541.00,2348.93,
11,353.00,1166.49,
13,699.00,1828.01,
7,700.00,87.49,
9,695.00,1196.76,
3,758.00,28.76,
1,526.00,1436.18,
10,398.00,1972.47,
7,119.00,489.11,
5,328.00,1407.98,
9,520.00,2225.99,
8,1172.00,1793.60,
10,909.00,2090.70,
9,613.00,1355.93,
14,556.00,126.95,
1,992.00,866.17,
11,298.00,922.98,
13,1142.00,2449.01,
8,910.00,1786.24,
8,199.00,1708.90,
14,75.00,2255.61,
6,1091.00,596.66,
12,283.00,358.33,
11,744.00,895.82,
8,769.00,568.03,
4,629.00,1552.13,
13,746.00,64.64,
2,997.00,2080.47,
12,773.00,2134.31,
14,495.00,1899.26,
12,957.00,1238.52,
2,910.00,1923.58,
5,873.00,148.06,
14,590.00,2426.65,
9,196.00,842.01,
7,537.00,2296.27,
2,1010.00,1044.25,
7,623.00,1998.75,
3,92.00,1255.37,
9,680.00,119.21,
1,355.00,1744.84,
5,630.00,1489.40,
7,23.00,1448.35,
8,509.00,2409.19,
5,168.00,860.33,
11,339.00,1335.18,
8,692.00,2310.85,
8,898.00,955.91,
14,876.00,1918.33,
13,1064.00,763.94,
2,394.00,176.04,
2,564.00,1494.46,
1,282.00,1274.29,
1,1117.00,1466.10,
11,1176.00,1212.94,
7,259.00,547.19,
10,457.00,2348.18,
14,477.00,1350.05,
1,109.00,1504.66,
1,560.00,1948.14,
11,1033.00,2391.86,
9,1085.00,2361.25,
9,946.00,711.94,
12,238.00,1198.09,
4,340.00,44.69,
3,656.00,571.20,
6,759.00,628.18,
5,447.00,2267.71,
9,281.00,1413.38,
7,344.00,1678.65,
4,1119.00,1750.32,
5,521.00,2153.27,
4,899.00,1070.34,
8,537.00,2062.29,
6,488.00,14.46,
6,540.00,2155.60,
6,1034.00,1975.28,
12,841.00,1694.26,
10,931.00,1463.01,
11,745.00,1983.21,
3,715.00,1856.01,
8,296.00,593.40,
4,458.00,745.55,
9,1166.00,720.24,
1,718.00,747.70,
2,1134.00,1139.41,
3,871.00,1423.35,
8,619.00,2456.36,
6,646.00,247.17,
14,888.00,797.37,
14,661.00,1463.71,
7,24.00,811.80,
8,833.00,2044.49,
2,775.00,685.22,
13,240.00,480.58,
5,1010.00,1477.58,
1,542.00,2167.76,
10,845.00,2079.96,
6,1137.00,1824.34,
8,596.00,2259.68,
13,105.00,502.77,
3,1164.00,1413.78,
13,268.00,345.13,
5,581.00,975.86,
9,540.00,1230.51,
10,790.00,408.39,
13,11.00,2353.86,
9,82.00,2208.82,
5,1139.00,297.70,
5,497.00,497.57,
9,1120.00,585.82,
9,661.00,14.05,
13,1056.00,831.26,
2,341.00,1414.37,
2,181.00,1607.58,
8,1137.00,764.11,
5,96.00,2181.98,
8,366.00,201.80,
1,370.00,1513.71,
3,711.00,1995.44,
8,577.00,249.11,
2,733.00,293.92,
3,427.00,579.29,
2,460.00,34.55,
3,199.00,1861.86,
13,512.00,2313.72,
2,997.00,91.40,
10,338.00,2138.54,
13,1126.00,557.21,
13,468.00,1045.37,
3,1008.00,2501.91,
12,1181.00,796.06,
14,583.00,1308.61,
8,445.00,228.42,
2,600.00,1940.33,
11,1138.00,1401.24,
9,195.00,1326.68,
14,730.00,866.74,
2,266.00,2119.23,
13,409.00,820.12,
11,385.00,1654.53,
3,125.00,2120.20,
3,818.00,955.80,
2,1197.00,701.61,
10,169.00,2478.28,
5,740.00,1458.18,
2,916.00,2374.36,
8,1148.00,180.89,
11,486.00,2420.19,
5,163.00,596.58,
2,233.00,1070.02,
9,526.00,462.04,
4,919.00,2456.25,
8,818.00,241.97,
2,655.00,1246.21,
4,1145.00,299.26,
5,994.00,181.33,
2,571.00,2199.38,
3,329.00,888.12,
7,159.00,682.06,
2,365.00,11.28,
6,872.00,1038.08,
12,354.00,378.99,
10,314.00,159.92,
11,960.00,1816.98,
3,1166.00,356.59,
12,981.00,1183.20,
10,34.00,1008.94,
11,228.00,2325.31,
13,415.00,1988.38,
1,1190.00,2159.46,
12,77.00,449.98,
12,501.00,1765.78,
6,1063.00,1148.02,
6,970.00,2333.05,
1,895.00,523.06,
12,356.00,511.04,
4,447.00,811.08,
13,847.00,766.51,
1,1102.00,122.35,
6,784.00,852.13,
7,1119.00,811.17,
7,33.00,2458.22,
10,1044.00,1810.59,
8,802.00,432.73,
8,854.00,185.36,
7,633.00,2018.86,
3,791.00,2476.14,
14,1177.00,2310.37,
7,1106.00,1481.50,
3,622.00,2115.90,
12,338.00,2293.36,
7,700.00,1300.59,
2,769.00,492.02,
11,88.00,2415.55,
14,151.00,161.05,
10,778.00,2495.38,
1,300.00,1067.37,
1,287.00,162.22,
11,226.00,74.57,
3,62.00,1653.23,
13,217.00,1222.84,
7,1093.00,2452.47,
5,751.00,399.59,
6,189.00,1400.22,
14,1096.00,132.24,
12,119.00,214.08,
1,781.00,1879.26,
5,617.00,2140.76,
12,813.00,694.43,
10,235.00,1807.21,
12,1126.00,2463.80,
12,53.00,13.70,
4,837.00,1575.64,
5,372.00,429.81,
9,1113.00,2392.78,
13,522.00,204.81,
8,1117.00,397.95,
4,374.00,838.28,
12,955.00,1180.66,
8,204.00,1021.68,
2,209.00,1827.38,
11,1159.00,2131.64,
7,576.00,1446.71,
1,466.00,1974.74,
9,930.00,1561.39,
11,1018.00,730.26,
11,721.00,811.76,
14,967.00,1907.51,
6,652.00,1549.86,
13,529.00,208.67,
3,931.00,2093.23,
5,1083.00,788.17,
11,171.00,1303.78,
13,695.00,162.60,
13,457.00,1104.08,
7,517.00,741.22,
4,842.00,1620.59,
7,679.00,1233.56,
13,746.00,1143.14,
14,237.00,1810.22,
13,1183.00,1395.35,
14,1017.00,1297.94,
5,62.00,634.56,
3,930.00,1245.04,
7,892.00,1017.52,
6,443.00,1244.16,
9,107.00,26.33,
2,874.00,546.66,
1,77.00,2097.69,
11,1033.00,1492.46,
3,169.00,1950.58,
1,1011.00,1729.37,
10,928.00,2376.17,
3,665.00,612.06,
4,762.00,1609.62,
8,503.00,2334.48,
5,956.00,1737.78,
1,697.00,324.83,
5,120.00,830.66,
11,505.00,2013.07,
6,652.00,2401.90,
1,57.00,1034.18,
1,232.00,1351.84,
13,755.00,1967.37,
8,848.00,2065.91,
7,684.00,1615.50,
14,985.00,820.09,
4,992.00,855.62,
1,705.00,415.99,
12,817.00,1475.33,
8,513.00,1018.07,
11,936.00,123.81,
13,1114.00,1191.58,
8,151.00,1158.94,
10,896.00,2348.49,
3,313.00,1106.62,
8,694.00,2472.77,
5,903.00,1617.63,
6,1171.00,1620.46,
6,914.00,2132.81,
12,203.00,140.20,
10,812.00,828.40,
3,197.00,1450.76,
14,1053.00,694.32,
10,1029.00,1812.81,
7,512.00,996.83,
13,159.00,1274.39,
10,1037.00,505.68,
9,871.00,973.30,
5,283.00,584.97,
4,81.00,748.32,
7,679.00,571.08,
1,1098.00,2232.36,
9,924.00,2448.86,
8,890.00,141.74,
14,391.00,1807.07,
10,1139.00,287.14,
2,621.00,1829.01,
13,41.00,987.53,
11,452.00,951.44,
6,100.00,1358.49,
2,670.00,977.28,
13,656.00,1677.70,
12,1091.00,2127.14,
6,436.00,863.08,
10,276.00,263.81,
6,1184.00,193.66,
2,1078.00,1250.94,
14,1091.00,1797.86,
1,519.00,838.23,
6,1065.00,2354.31,
11,706.00,655.72,
11,1127.00,1530.67,
5,103.00,2125.48,
13,825.00,1345.43,
2,891.00,456.50,
6,296.00,2441.08,
2,538.00,1730.53,
10,518.00,566.56,
13,52.00,988.08,
2,22.00,1327.87,
3,622.00,718.72,
9,312.00,2461.64,
1,332.00,2091.06,
12,593.00,2367.49,
7,514.00,1263.73,
14,330.00,938.05,
11,459.00,1252.75,
4,219.00,2379.92,
9,27.00,1929.56,
3,160.00,2310.14,
14,1202.00,1377.25,
3,875.00,2274.34,
10,562.00,944.86,
11,654.00,300.54,
2,12.00,1667.50,
13,551.00,2115.76,
10,173.00,2363.17,
4,588.00,1730.87,
7,266.00,214.05,
3,622.00,1251.44,
14,351.00,2382.64,
5,604.00,1423.42,
6,1058.00,1860.50,
11,1195.00,1852.81,
9,359.00,307.32,
6,172.00,1582.96,
12,466.00,2075.78,
6,479.00,2319.91,
14,172.00,282.40,
8,1159.00,1621.54,
9,59.00,284.74,
8,342.00,2245.83,
4,959.00,1561.03,
2,1144.00,1786.74,
10,1026.00,308.28,
7,415.00,115.72,
4,569.00,849.62,
11,535.00,1312.88,
1,104.00,1130.15,
9,310.00,2118.19,
13,160.00,1299.49,
4,374.00,2467.50,
6,694.00,1938.45,
10,15.00,951.42,
12,1146.00,2373.49,
11,104.00,2416.57,
4,770.00,2211.62,
14,362.00,1122.69,
2,320.00,125.91,
2,232.00,1675.71,
9,869.00,266.51,
6,711.00,1710.43,
8,864.00,1412.68,
4,66.00,448.88,
3,6.00,2403.76,
1,1013.00,1274.31,
8,1097.00,775.10,
12,831.00,1746.32,
6,1105.00,558.69,
12,750.00,1944.18,
9,998.00,1829.57,
9,355.00,712.25,
8,381.00,1914.75,
14,618.00,1473.06,
9,810.00,824.65,
5,460.00,2071.96,
5,781.00,890.68,
5,885.00,600.99,
12,1150.00,2275.86,
1,920.00,2321.29,
8,984.00,505.26,
13,70.00,949.45,
14,239.00,1329.69,
3,1190.00,1007.56,
2,946.00,469.49,
10,582.00,858.93,
9,1036.00,1679.54,
8,303.00,610.49,
5,796.00,878.39,
11,18.00,1547.38,
13,1184.00,313.41,
7,21.00,1933.68,
11,291.00,157.56,
3,630.00,495.89,
13,84.00,1997.66,
12,246.00,2264.56,
14,303.00,695.56,
9,477.00,786.06,
13,894.00,2201.94,
8,267.00,1783.99,
14,296.00,2050.11,
1,832.00,475.68,
7,150.00,1803.93,
6,131.00,594.41,
8,188.00,909.43,
10,422.00,956.87,
12,129.00,332.85,
12,174.00,71.96,
4,947.00,1006.93,
6,275.00,257.47,
13,413.00,1698.28,
3,309.00,1581.24,
2,177.00,2338.93,
11,811.00,1265.63,
2,262.00,2023.89,
3,1070.00,1756.38,
7,929.00,748.63,
3,194.00,1740.75,
11,724.00,608.53,
14,1098.00,242.95,
1,1042.00,1842.30,
7,354.00,1698.06,
10,465.00,174.57,
1,644.00,637.03,
14,113.00,304.33,
5,155.00,182.33,
13,1148.00,1834.38,
5,1127.00,1307.78,
1,855.00,1113.26,
14,297.00,684.62,
3,259.00,43.27,
14,488.00,155.66,
3,280.00,2326.02,
5,354.00,1122.34,
12,490.00,562.68,
14,1132.00,1090.29,
3,779.00,956.33,
1,866.00,1399.94,
6,241.00,1648.61,
10,971.00,2048.05,
12,950.00,849.70,
6,1166.00,833.38,
14,22.00,1367.34,
6,72.00,1140.85,
13,488.00,2502.71,
10,1151.00,853.43,
9,1133.00,552.84,
10,219.00,1764.66,
8,569.00,1509.39,
9,225.00,49.86,
5,954.00,1187.97,
1,533.00,1914.76,
7,869.00,263.06,
13,940.00,2466.91,
11,1071.00,931.13,
12,661.00,1842.59,
13,237.00,716.40,
6,559.00,1764.27,
6,354.00,528.22,
9,406.00,256.94,
13,475.00,1890.05,
14,269.00,704.50,
14,28.00,1200.31,
2,291.00,475.31,
2,755.00,1208.75,
14,383.00,1185.58,
4,947.00,482.99,
9,387.00,1845.60,
5,1053.00,1371.16,
13,636.00,1292.86,
2,69.00,158.81,
14,1061.00,247.98,
14,1092.00,2017.53,
13,813.00,1482.70,
3,1080.00,401.39,
10,350.00,910.83,
10,120.00,1702.63,
13,491.00,1644.20,
13,182.00,2474.00,
12,950.00,1476.36,
12,241.00,915.63,
9,532.00,1068.90,
3,890.00,143.37,
10,395.00,1084.65,
3,1141.00,709.25,
12,51.00,209.09,
10,1023.00,565.71,
1,173.00,115.49,
12,969.00,912.74,
2,885.00,446.13,
1,1058.00,551.28,
8,360.00,2417.90,
2,229.00,2144.46,
11,1135.00,1050.90,
10,758.00,576.72,
12,870.00,1242.91,
14,526.00,1762.91,
9,482.00,66.46,
14,774.00,1236.22,
5,558.00,1906.87,
13,1118.00,913.89,
9,179.00,47.43,
5,23.00,593.68,
11,120.00,1904.58,
8,764.00,2262.67,
9,427.00,1805.55,
6,21.00,439.68,
11,556.00,2234.42,
13,1166.00,1080.18,
1,84.00,1685.76,
8,1120.00,73.03,
8,210.00,295.93,
12,400.00,1310.11,
14,481.00,2245.19,
10,469.00,1622.57,
12,1085.00,1580.20,
10,523.00,2251.35,
3,790.00,1932.96,
2,280.00,589.78,
1,76.00,1779.23,
6,682.00,1901.86,
14,950.00,1872.32,
11,701.00,1056.91,
7,937.00,2205.91,
6,80.00,626.58,
10,338.00,1743.66,
4,174.00,2340.75,
11,1173.00,2196.14,
2,264.00,1974.56,
1,738.00,1401.91,
11,326.00,2245.47,
14,1100.00,733.49,
4,510.00,486.22,
11,678.00,1328.90,
13,1041.00,342.12,
3,674.00,2482.12,
7,844.00,1290.35,
3,537.00,1202.88,
5,890.00,699.84,
4,316.00,1981.57,
14,762.00,1656.48,
8,421.00,38.51,
13,205.00,322.76,
14,676.00,1951.47,
6,706.00,2158.94,
3,390.00,508.09,
10,342.00,1192.02,
7,429.00,1224.56,
3,889.00,2252.66,
8,839.00,1374.73,
11,1001.00,2349.18,
1,1086.00,1523.47,
2,316.00,857.90,
12,710.00,929.78,
9,5.00,2142.47,
10,428.00,2146.49,
3,1179.00,412.37,
4,229.00,2390.01,
11,343.00,519.02,
8,175.00,1202.83,
2,360.00,1743.98,
4,494.00,1767.78,
10,1062.00,1884.70,
11,238.00,1462.00,
4,478.00,753.35,
5,609.00,2232.53,
5,506.00,1760.51,
6,394.00,837.40,
2,467.00,2205.58,
11,1021.00,2314.20,
11,551.00,1803.43,
5,593.00,1687.02,
10,865.00,886.38,
8,427.00,1422.29,
13,768.00,1582.64,
10,455.00,1507.87,
11,903.00,1814.10,
13,532.00,2124.65,
13,681.00,231.51,
14,1005.00,433.32,
9,322.00,1381.58,
10,15.00,932.33,
5,1047.00,1893.69,
13,190.00,2384.65,
14,558.00,2328.59,
11,310.00,1045.05,
13,750.00,848.45,
7,1090.00,1318.86,
4,204.00,468.73,
13,450.00,758.00,
2,1012.00,294.55,
5,811.00,1504.54,
14,1058.00,633.52,
4,1112.00,2109.23,
1,697.00,2019.71,
2,167.00,773.02,
1,843.00,1385.13,
11,994.00,526.10,
1,997.00,2411.48,
13,411.00,684.04,
11,827.00,2087.47,
7,1193.00,2220.19,
7,243.00,903.95,
7,1021.00,1716.61,
3,28.00,768.96,
5,366.00,2081.51,
12,109.00,549.86,
6,318.00,1552.66,
11,851.00,180.43,
6,99.00,879.93,
11,295.00,1933.93,
14,278.00,903.28,
12,289.00,716.09,
6,210.00,187.03,
3,566.00,2047.20,
4,420.00,1354.92,
4,370.00,1569.00,
7,811.00,2059.44,
5,1125.00,2376.67,
5,917.00,866.83,
6,815.00,2088.38,
11,586.00,1235.33,
8,432.00,1219.51,
5,279.00,1605.64,
4,83.00,1706.50,
8,972.00,478.56,
5,487.00,1141.21,
12,988.00,1222.44,
4,42.00,879.19,
3,973.00,623.30,
8,1179.00,903.76,
3,676.00,227.20,
14,197.00,1707.13,
4,580.00,2199.14,
7,42.00,1889.73,
2,979.00,1076.09,
10,739.00,2027.81,
1,1012.00,1823.95,
13,834.00,2304.94,
11,822.00,2288.90,
3,563.00,808.72,
